time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/entropy_loss,train/clip_fraction,train/value_loss,train/n_updates,train/learning_rate,train/clip_range,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
52953088,2659,19909,101,-7.945470118895173,0.02884364128112793,0.00097238956163892,800,0.0001,0.2,0.00430885,0.6038752794265747,-0.0009381440928564189,-0.08127856254577637,0.7848626971244812,-1.1800178200006486,360.0
53477376,2681,19944,102,-7.842752596363425,0.03397870063781738,0.00014776563489249384,808,0.0001,0.2,0.005373004,0.895397312939167,-0.0034769892629356036,-0.0826290100812912,0.7690272927284241,-0.9567716366052628,360.0
54001664,2702,19985,103,-7.738716930150986,0.02790093421936035,0.0005105854505700336,816,0.0001,0.2,0.0042945915,0.3569765090942383,-0.001644520206582456,-0.07884769886732101,0.7599357962608337,-0.9567716366052628,360.0
54525952,2722,20026,104,-7.589900558814406,0.05004477500915527,9.300529933398138e-05,824,0.0001,0.2,0.007252138,0.4985434412956238,-0.006997047036293225,-0.08504804223775864,0.7399989366531372,-0.9567716366052628,360.0
55050240,2743,20067,105,-7.487119624391198,0.027979612350463867,0.0005934681280450604,832,0.0001,0.2,0.004242602,0.5742817521095276,-0.0011236155478400178,-0.0766754224896431,0.7330199480056763,-0.9567716366052628,360.0
55574528,2764,20105,106,-7.373418042436242,0.04252362251281738,0.00010469655745737327,840,0.0001,0.2,0.0063302005,0.8512128442525864,-0.004327934834464031,-0.07978448271751404,0.717612624168396,-0.9567716366052628,360.0
56098816,2785,20139,107,-7.267931425943971,0.03197646141052246,0.0004191399220871972,848,0.0001,0.2,0.004777164,0.8371181041002274,-0.0017172878724522889,-0.07470490038394928,0.7091306447982788,-0.758132912516594,360.0
56623104,2806,20177,108,-7.200713220983744,0.02907276153564453,0.0006655880649759638,856,0.0001,0.2,0.00401858,0.6367751061916351,-0.0009277814872348245,-0.0753779262304306,0.7026124596595764,-0.758132912516594,360.0
57147392,2826,20216,109,-7.060101741924882,0.045181989669799805,7.732756222367243e-05,864,0.0001,0.2,0.007073452,0.5819398462772369,-0.006326741071916331,-0.0801897794008255,0.6841708421707153,-0.758132912516594,360.0
57671680,2847,20253,110,-6.962666414678097,0.029994726181030273,0.0007381174618785735,872,0.0001,0.2,0.0040174895,0.4077828526496887,-0.0009284042214403598,-0.07149437814950943,0.6790525317192078,-0.758132912516594,360.0
58195968,2868,20290,111,-6.865260681137443,0.04180622100830078,0.00010389294453716502,880,0.0001,0.2,0.0058445726,0.8650293499231339,-0.0033055514713851153,-0.07304634153842926,0.6665065884590149,-0.758132912516594,360.0
58720256,2888,20328,112,-6.794862702488899,0.030547618865966797,0.0008756827112392784,888,0.0001,0.2,0.004036081,0.6018115282058716,-0.0003322342961382674,-0.0696578249335289,0.6633264422416687,-0.758132912516594,360.0
59244544,2910,20357,113,-6.708890873938799,0.03583049774169922,0.00011954519567325406,896,0.0001,0.2,0.005259554,0.9074000790715218,-0.0024974048501462676,-0.07047089189291,0.6509579420089722,-0.6566833195090294,360.0
59768832,2930,20394,114,-6.6192583460360765,0.03184390068054199,0.0004886066873268646,904,0.0001,0.2,0.004072725,0.5179686546325684,-0.0010084797027047898,-0.06685003638267517,0.6451859474182129,-0.6566833195090294,360.0
60293120,2951,20430,115,-6.482623558491468,0.05025959014892578,7.259045155194599e-05,912,0.0001,0.2,0.0068373596,0.5455504357814789,-0.006023147648647864,-0.07267069816589355,0.628837525844574,-0.6566833195090294,360.0
60817408,2971,20465,116,-6.392886569723487,0.03079390525817871,0.0006958395379115245,920,0.0001,0.2,0.004256759,0.5051555335521698,-0.0004613093947227753,-0.06541494280099869,0.6252707242965698,-0.6566833195090294,360.0
61341696,2992,20501,117,-6.306283043697476,0.046566009521484375,9.182484396319524e-05,928,0.0001,0.2,0.0055806395,0.8751446306705475,-0.002939248046686771,-0.06718127429485321,0.6141374111175537,-0.6566833195090294,360.0
61865984,3012,20535,118,-6.237555226311088,0.03148961067199707,0.0008834148982259649,936,0.0001,0.2,0.004050273,0.6301896274089813,-0.0001253352106687089,-0.06127627566456795,0.611841082572937,-0.6566833195090294,360.0
62390272,3034,20562,119,-6.155523659661412,0.03823566436767578,0.00010212007461518624,944,0.0001,0.2,0.0052476167,0.9141061678528786,-0.00248003854721901,-0.06485407799482346,0.6005213260650635,-0.5628264066576958,360.0
62914560,3054,20597,120,-6.070445440709591,0.03943347930908203,0.0004283978488501816,952,0.0001,0.2,0.0046638036,0.3301195502281189,-0.0007812739470409724,-0.06182477995753288,0.5960953831672668,-0.5628264066576958,360.0
63438848,3075,20630,121,-6.028162570670247,0.027551889419555664,0.000709937235342295,960,0.0001,0.2,0.003609276,0.16238850355148315,-0.00023694490596426476,-0.06270632892847061,0.5932005047798157,-0.5628264066576958,360.0
63963136,3095,20663,122,-5.9487213138490915,0.04312443733215332,0.00016152685674342138,968,0.0001,0.2,0.0056744926,0.858531266450882,-0.002159289260589503,-0.06404855847358704,0.5838329195976257,-0.5628264066576958,360.0
64487424,3115,20696,123,-5.887085568159819,0.029448270797729492,0.0007594843557399145,976,0.0001,0.2,0.00428404,0.6150203347206116,-0.00028198499944664945,-0.058006491512060165,0.580914318561554,-0.5628264066576958,360.0
65011712,3137,20722,124,-5.811241554096341,0.038234710693359375,0.00015543183843647057,984,0.0001,0.2,0.0054985536,0.9023767039179802,-0.0016257870895515225,-0.059534039348363876,0.57249915599823,-0.470086789727211,360.0
65536000,3157,20756,125,-5.7444923017174006,0.031080961227416992,0.0006231185598153388,992,0.0001,0.2,0.0043432983,0.5919418036937714,-0.0003980097990279319,-0.059270408004522324,0.5687224268913269,-0.470086789727211,360.0
66060288,3177,20788,126,-5.607129771262407,0.05178380012512207,5.613562277062556e-05,1000,0.0001,0.2,0.0073138666,0.607990950345993,-0.006011970047438808,-0.06428119540214539,0.5537344217300415,-0.470086789727211,360.0
66584576,3198,20819,127,-5.520455548539758,0.03736281394958496,0.0006790686513795663,1008,0.0001,0.2,0.0039357543,0.4233037233352661,-0.000127851853676475,-0.056503478437662125,0.551207959651947,-0.470086789727211,360.0
67108864,3218,20849,128,-5.438371041789651,0.04472613334655762,7.467430620522464e-05,1016,0.0001,0.2,0.0054981504,0.8725314140319824,-0.002344246321626997,-0.059106871485710144,0.5420514345169067,-0.470086789727211,360.0
67633152,3239,20875,129,-5.379440667107701,0.03890633583068848,0.0008542592299818352,1024,0.0001,0.2,0.005156247,0.5993638038635254,0.00018689763237489387,-0.053936176002025604,0.540824830532074,-0.470086789727211,360.0
68157440,3261,20899,130,-5.31409265846014,0.04195523262023926,9.70115718530451e-05,1032,0.0001,0.2,0.005748409,0.9161007031798363,-0.001432446720173175,-0.05269623175263405,0.5325510501861572,-0.4156391121447086,360.0
68681728,3281,20929,131,-5.246464192867279,0.04116082191467285,0.00044449619406350394,1040,0.0001,0.2,0.0046683173,0.4455259442329407,-0.00021810814996570116,-0.05289773270487785,0.5298112630844116,-0.4156391121447086,360.0
69206016,3301,20959,132,-5.126782290637493,0.05228877067565918,4.882579258946862e-05,1048,0.0001,0.2,0.0068760463,0.639934629201889,-0.004923967378999805,-0.05828581377863884,0.5168330669403076,-0.4156391121447086,360.0
69730304,3322,20987,133,-5.039423597976565,0.03423166275024414,0.0006539519040416053,1056,0.0001,0.2,0.0038995044,0.5324828922748566,-7.6437979032562e-05,-0.05175649747252464,0.5146768093109131,-0.4156391121447086,360.0
70254592,3342,21015,134,-4.966129830107093,0.04992365837097168,6.915244628658002e-05,1064,0.0001,0.2,0.0058785663,0.8868459761142731,-0.0018366706303822866,-0.052049536257982254,0.5068506002426147,-0.4156391121447086,360.0
70778880,3364,21038,135,-4.911849653348327,0.04627728462219238,0.0008046577122513554,1072,0.0001,0.2,0.004468008,0.6894353032112122,0.0001661757114561624,-0.0483541339635849,0.5057104825973511,-0.32986720934510233,360.0
71303168,3384,21068,136,-4.8911995850503445,0.04008221626281738,0.0005524200673789892,1080,0.0001,0.2,0.0042973123,0.6882663071155548,0.00019110791845378117,-0.04971661791205406,0.5038580894470215,-0.32986720934510233,360.0
71827456,3404,21096,137,-4.781097266823053,0.05163407325744629,5.7153383536956426e-05,1088,0.0001,0.2,0.0066958657,0.8211849927902222,-0.0040186871874539065,-0.055011097341775894,0.4926854074001312,-0.32986720934510233,360.0
72351744,3425,21124,138,-4.711562665179372,0.0341486930847168,0.0007262588449066243,1096,0.0001,0.2,0.00413494,0.37422168254852295,-5.856394307102164e-05,-0.04646389186382294,0.4912877678871155,-0.32986720934510233,360.0
72876032,3445,21151,139,-4.648983366787434,0.05239582061767578,0.00010065886448273886,1104,0.0001,0.2,0.0055485237,0.8967343866825104,-0.000994068232103018,-0.04798439145088196,0.48473620414733887,-0.32986720934510233,360.0
73400320,3465,21178,140,-4.605702925473452,0.03892040252685547,0.0008736466713799018,1112,0.0001,0.2,0.005008907,0.6259910762310028,8.464446318612318e-05,-0.04542910307645798,0.48440006375312805,-0.32986720934510233,360.0
73924608,3487,21199,141,-4.553401058539748,0.04657745361328125,0.00011211341552552767,1120,0.0001,0.2,0.005500635,0.9233599081635475,-0.00098398178329262,-0.04786253720521927,0.47827962040901184,-0.3081580751389265,360.0
74448896,3507,21227,142,-4.4955802243202925,0.044161319732666016,0.000510627025391841,1128,0.0001,0.2,0.005343072,0.6125890016555786,-4.631927254195034e-05,-0.042625196278095245,0.47614336013793945,-0.3081580751389265,360.0
74973184,3527,21255,143,-4.3711204919964075,0.05345606803894043,4.3688739253866515e-05,1136,0.0001,0.2,0.006928098,0.6850956678390503,-0.005210782732092412,-0.0508253276348114,0.46459925174713135,-0.3081580751389265,360.0
75497472,3547,21282,144,-4.305612603202462,0.04530835151672363,0.0007392762645395123,1144,0.0001,0.2,0.0041971416,0.4900388717651367,0.0002626299460644077,-0.042489852756261826,0.46457362174987793,-0.3081580751389265,360.0
76021760,3567,21309,145,-4.252040877938271,0.052817583084106445,0.00015626627559583994,1152,0.0001,0.2,0.0056242524,0.9027514979243279,-0.0012444045980828378,-0.04384738206863403,0.45842626690864563,-0.3081580751389265,360.0
76546048,3587,21334,146,-4.204495241865516,0.04103660583496094,0.0009222337305345718,1160,0.0001,0.2,0.004372156,0.6339584290981293,0.00020499261495388055,-0.04230774566531181,0.45792365074157715,-0.3081580751389265,360.0
77070336,3608,21355,147,-4.14987625926733,0.05250358581542969,7.987056389424652e-05,1168,0.0001,0.2,0.0053499844,0.9316171482205391,-0.0007710451359344006,-0.0441131629049778,0.4523701071739197,-0.24373264981899412,360.0
77594624,3628,21382,148,-4.097303170710802,0.056528568267822266,0.00038543627499620925,1176,0.0001,0.2,0.006011547,0.35118234157562256,0.0003017417986939108,-0.039227765053510666,0.45060452818870544,-0.24373264981899412,360.0
78118912,3648,21409,149,-3.9733329098671675,0.052079200744628906,4.573493848170074e-05,1184,0.0001,0.2,0.0068645664,0.7135904431343079,-0.004870349388511386,-0.04672059416770935,0.4395853579044342,-0.24373264981899412,360.0
78643200,3668,21434,150,-3.9033436933532357,0.054349660873413086,0.0005724062809804309,1192,0.0001,0.2,0.0054341285,0.6318087875843048,0.0004804115419574373,-0.037687573581933975,0.4390057623386383,-0.24373264981899412,360.0
79167488,3688,21460,151,-3.843706339597702,0.056870460510253906,0.00014232868423391665,1200,0.0001,0.2,0.005517604,0.9054571762681007,-0.001169526168723678,-0.03960394486784935,0.432869553565979,-0.24373264981899412,360.0
79691776,3709,21480,152,-3.780740982852876,0.060016632080078125,0.00038749047746478027,1208,0.0001,0.2,0.006361651,0.8652085214853287,0.00019295431729915435,-0.03884705528616905,0.4309646189212799,-0.18607398658525198,360.0
80216064,3729,21507,153,-3.7594292536377907,0.04622364044189453,0.0005765966175204085,1216,0.0001,0.2,0.005384215,0.692922979593277,0.0002586415444056911,-0.03786156699061394,0.4301929771900177,-0.18607398658525198,360.0
80740352,3749,21532,154,-3.666945055127144,0.0600275993347168,3.7984388413292436e-05,1224,0.0001,0.2,0.0068355408,0.62717404961586,-0.0031811240542083397,-0.039793387055397034,0.4218236207962036,-0.18607398658525198,360.0
81264640,3769,21558,155,-3.610330570489168,0.04585576057434082,0.0007249185255204793,1232,0.0001,0.2,0.0056414725,0.38810408115386963,0.0004030192227446605,-0.03644085302948952,0.42157045006752014,-0.18607398658525198,360.0
81788928,3789,21582,156,-3.5623110942542553,0.06545782089233398,9.03335663906546e-05,1240,0.0001,0.2,0.006557779,0.8999149575829506,-0.0007383948245660577,-0.037429068237543106,0.41673481464385986,-0.18607398658525198,360.0
82313216,3809,21605,157,-3.5316389491781592,0.047838687896728516,0.0009051943438862509,1248,0.0001,0.2,0.005202158,0.5977733433246613,0.0004162062582508952,-0.03463807702064514,0.41706523299217224,-0.18607398658525198,360.0
82837504,3831,21622,158,-3.4928958350792527,0.054643869400024414,0.00014652538760628886,1256,0.0001,0.2,0.005379824,0.9264335557818413,-0.000336481128442756,-0.035574764013290405,0.4128939211368561,-0.1203822810202837,360.0
83361792,3850,21647,159,-3.453278929926455,0.050133705139160156,0.00040449873972647765,1264,0.0001,0.2,0.0051664356,0.5546583831310272,0.0004756863495458674,-0.03552205488085747,0.4120679497718811,-0.1203822810202837,360.0
83886080,3870,21671,160,-3.347018700093031,0.058977603912353516,3.488241161164751e-05,1272,0.0001,0.2,0.007169486,0.6957003772258759,-0.004005563190048633,-0.03700586408376694,0.4027620851993561,-0.1203822810202837,360.0
84410368,3890,21696,161,-3.285614020191133,0.051788330078125,0.0007784588535741932,1280,0.0001,0.2,0.0049350043,0.5130071640014648,0.0005123233042922948,-0.032507479190826416,0.40319567918777466,-0.1203822810202837,360.0
84934656,3910,21721,162,-3.235040718689561,0.05288076400756836,6.965201815489763e-05,1288,0.0001,0.2,0.0052361647,0.9179709479212761,-0.0010547455051437282,-0.03535521775484085,0.3979167342185974,-0.1203822810202837,360.0
85458944,3930,21744,163,-3.194535756483674,0.05546927452087402,0.0009776476381375687,1296,0.0001,0.2,0.005359062,0.6475374102592468,0.0006547663751916843,-0.030826158821582794,0.39820876717567444,-0.1203822810202837,360.0
85983232,3951,21761,164,-3.1525516863912344,0.06131458282470703,6.706096719710786e-05,1304,0.0001,0.2,0.007087644,0.9398329369723797,-0.0005148505599663622,-0.03360757231712341,0.3942969739437103,-0.1628579504461959,360.0
86507520,3971,21784,165,-3.1130316834896803,0.051198482513427734,0.00030437840644026437,1312,0.0001,0.2,0.005271699,0.2619550824165344,0.00019442288430582266,-0.02940845862030983,0.3934027850627899,-0.1628579504461959,360.0
87031808,3990,21807,166,-3.0974267972633243,0.0519556999206543,0.0005993961519834556,1320,0.0001,0.2,0.005869827,0.16916310787200928,0.0005764069294400542,-0.030231459066271782,0.39253073930740356,-0.1628579504461959,360.0
87556096,4010,21830,167,-3.05360946059227,0.05331921577453613,0.00014492350777572938,1328,0.0001,0.2,0.005017136,0.8885719180107117,-0.0002595421535716014,-0.031926482915878296,0.38927048444747925,-0.1628579504461959,360.0
88080384,4031,21849,168,-3.025231801904738,0.054178714752197266,0.0008357493334187893,1336,0.0001,0.2,0.0054360945,0.604261189699173,0.000635441763961353,-0.02372724562883377,0.38917386531829834,-0.1628579504461959,360.0
88604672,4052,21862,169,-2.9966615280136466,0.06377220153808594,0.0001654708290743656,1344,0.0001,0.2,0.0067046983,0.9180600270628929,0.00015052459207254287,-0.030019883066415787,0.3865292966365814,-0.07407478909473866,360.0
89128960,4072,21884,170,-2.973571819253266,0.05877971649169922,0.0005416304686605145,1352,0.0001,0.2,0.0050208173,0.6651456952095032,0.0008482251482746506,-0.030046356841921806,0.38651373982429504,-0.07407478909473866,360.0
89653248,4092,21905,171,-2.8695035418495536,0.059697628021240234,3.196278962747101e-05,1360,0.0001,0.2,0.006777905,0.707811564207077,-0.0039412355990862125,-0.03376439958810806,0.37776535749435425,-0.07407478909473866,360.0
90177536,4112,21927,172,-2.804366121068597,0.06099343299865723,0.000863601531364111,1368,0.0001,0.2,0.0050024684,0.4420245289802551,0.0007649276851680042,-0.026259057223796844,0.37722522020339966,-0.07407478909473866,360.0
90701824,4132,21946,173,-2.757909409701824,0.05772733688354492,6.13448344211065e-05,1376,0.0001,0.2,0.0060286666,0.9081419482827187,-0.0002283674834870908,-0.026736769825220108,0.37372449040412903,-0.07407478909473866,360.0
91226112,4153,21965,174,-2.7372606368735433,0.05256843566894531,0.0009366051706365397,1384,0.0001,0.2,0.005252789,0.6235777735710144,0.0006426735026252572,-0.027608511969447136,0.37469443678855896,-0.07407478909473866,360.0
91750400,4174,21978,175,-2.706836484372616,0.05610036849975586,7.414582334774877e-05,1392,0.0001,0.2,0.00519034,0.9335950091481209,-0.00015657485778319824,-0.028240839019417763,0.371586412191391,-0.061529615374747666,360.0
92274688,4194,21998,176,-2.675511403940618,0.059577226638793945,0.0003853888638332137,1400,0.0001,0.2,0.0061904388,0.4180622100830078,0.0007173573853833659,-0.026017747819423676,0.3712015450000763,-0.061529615374747666,360.0
92798976,4214,22017,177,-2.5712754847481847,0.06096339225769043,3.3159346621403074e-05,1408,0.0001,0.2,0.007049871,0.7283166348934174,-0.003957472717956989,-0.032102927565574646,0.36316367983818054,-0.061529615374747666,360.0
93323264,4235,22033,178,-2.51862417999655,0.06284046173095703,0.0007447057573699567,1416,0.0001,0.2,0.006642799,0.5646498501300812,0.0008083949401225254,-0.025255834683775902,0.36354073882102966,-0.061529615374747666,360.0
93847552,4255,22050,179,-2.479958686977625,0.06622910499572754,7.642053725476217e-05,1424,0.0001,0.2,0.006392055,0.9162222370505333,-2.9537364753196016e-05,-0.02675149403512478,0.35983818769454956,-0.061529615374747666,360.0
94371840,4277,22060,180,-2.453752763569355,0.06546831130981445,0.0009082045155537344,1432,0.0001,0.2,0.0054245135,0.7144697904586792,0.0008859376215468728,-0.023382849991321564,0.36055880784988403,-0.04647063231095672,360.0
94896128,4297,22079,181,-2.4603571416810155,0.05614900588989258,0.0005205875925184955,1440,0.0001,0.2,0.0051910253,0.7418259084224701,0.0008337979886618996,-0.020693711936473846,0.3608267903327942,-0.04647063231095672,360.0
95420416,4317,22098,182,-2.3954449854791164,0.06113576889038086,4.384112166633258e-05,1448,0.0001,0.2,0.005792381,0.8182227164506912,-0.0013136734917225112,-0.02613118477165699,0.355381578207016,-0.04647063231095672,360.0
95944704,4338,22116,183,-2.3486291356384754,0.051932334899902344,0.000739297388236082,1456,0.0001,0.2,0.005655273,0.3630720376968384,0.0005663706604082108,-0.019380398094654083,0.35539788007736206,-0.04647063231095672,360.0
96468992,4357,22136,184,-2.3319532284369835,0.07431311974158654,0.0001723856348969723,1461,0.0001,0.2,0.02939999,0.914525493979454,0.0011380921816453338,-0.0029626747127622366,0.3537066578865051,-0.04647063231095672,360.0
96993280,4378,22153,185,-2.316389069892466,0.06839942932128906,0.0008716498061858147,1469,0.0001,0.2,0.0046314723,0.6234633028507233,0.0009750080453159171,-0.02359749935567379,0.35414350032806396,-0.04647063231095672,360.0
97517568,4399,22165,186,-2.2956127282232046,0.0682535171508789,0.00010542251209244569,1477,0.0001,0.2,0.0068203057,0.9294055849313736,0.0005789893407381896,-0.024323726072907448,0.3521890938282013,-0.014345027278177441,360.0
98041856,4419,22183,187,-2.2744858972728252,0.07474207878112793,0.00042637659737465583,1485,0.0001,0.2,0.0068388595,0.6380939185619354,0.0011956093567278003,-0.022062649950385094,0.3520101010799408,-0.014345027278177441,360.0
98566144,4440,22199,188,-2.169512235559523,0.06569766998291016,4.0284389370981444e-05,1493,0.0001,0.2,0.007501959,0.6519568264484406,-0.0038427589856837585,-0.025294531136751175,0.3442879617214203,-0.014345027278177441,360.0
99090432,4460,22214,189,-2.119633403606713,0.0663447380065918,0.0007905849786311592,1501,0.0001,0.2,0.0054236124,0.4886466860771179,0.0011027979960545053,-0.021290667355060577,0.34481388330459595,-0.014345027278177441,360.0
99614720,4481,22228,190,-2.0853216350078583,0.08043503761291504,6.345498680104811e-05,1509,0.0001,0.2,0.0063186632,0.9173333644866943,0.0004318155995406414,-0.02123144455254078,0.34183481335639954,-0.014345027278177441,360.0
100139008,4501,22243,191,-2.055531870573759,0.06691145896911621,0.0010755381822491472,1517,0.0001,0.2,0.005578433,0.644243597984314,0.0011433974648298317,-0.020758969709277153,0.3422837555408478,-0.014345027278177441,360.0
100663296,4522,22257,192,-2.0377750359475613,0.06993389129638672,8.37805589810614e-05,1525,0.0001,0.2,0.005653207,0.9414419457316399,0.0004963875348948932,-0.01912015862762928,0.3404310643672943,-0.05722761960700154,360.0
101187584,4542,22275,193,-2.0132598830386996,0.06397080421447754,0.000348498077187287,1533,0.0001,0.2,0.0053393533,0.2504298686981201,0.0007317212025554909,-0.019372321665287018,0.34004077315330505,-0.05722761960700154,360.0
101711872,4562,22292,194,-1.9100275146774948,0.06924319267272949,3.7217730849192776e-05,1541,0.0001,0.2,0.007201803,0.7184647917747498,-0.003373908722323904,-0.025065749883651733,0.3327666223049164,-0.05722761960700154,360.0
102236160,4583,22306,195,-1.8515189541503787,0.06666207313537598,0.0006065359330023057,1549,0.0001,0.2,0.006229946,0.6348000168800354,0.0008368586641154252,-0.017804184928536415,0.3328784704208374,-0.05722761960700154,360.0
102760448,4603,22322,196,-1.8094657571054995,0.07150435447692871,5.4390885566135694e-05,1557,0.0001,0.2,0.006999398,0.9202419146895409,-0.0003038786992419773,-0.01896696910262108,0.32969725131988525,-0.05722761960700154,360.0
103284736,4624,22333,197,-1.7767333551310003,0.0733184814453125,0.00038897897104561707,1565,0.0001,0.2,0.0067033917,0.8754980191588402,0.0006536034691180248,-0.01730651967227459,0.32967984676361084,0.027934010236058383,360.0
103809024,4644,22350,198,-1.777919232379645,0.07009696960449219,0.0005877208072888607,1573,0.0001,0.2,0.0054006204,0.7104417681694031,0.0011290426066352666,-0.017839057371020317,0.3300350308418274,0.027934010236058383,360.0
104333312,4664,22368,199,-1.7043681698851287,0.07049703598022461,3.999340637506066e-05,1581,0.0001,0.2,0.006645765,0.6808553636074066,-0.001516305266704876,-0.01916610077023506,0.32446157932281494,0.027934010236058383,360.0
104857600,4683,22387,200,-1.6566571644507349,0.06237387657165527,0.000787714634952863,1589,0.0001,0.2,0.006661106,0.379554808139801,0.0008983560144315561,-0.016802078112959862,0.3245934844017029,0.027934010236058383,360.0
